CustomerID,CustomerName,Gender,Age,MaritalStatus,DependentsCount,Occupation,IncomeBand,CustomerSegment,CustomerLifetimeValue,Region,State,City,ZipCode,Market,UrbanRural,PopulationDensity,NetworkCoverageScore,AccountStartDate,TenureMonths,ContractType,InternetService,PhoneService,NumLines,DeviceType,DeviceAgeMonths,UnlimitedData,StreamingTV,StreamingMovies,InternationalCalling,VoicemailService,SecurityPackage,CloudBackup,MonthlyDataUsageGB,MonthlyVoiceMinutes,MonthlySMS,AppUsageFrequency,PortalVisits,DaysSinceLastLogin,MonthlyCharges,TotalCharges,Revenue,ARPU,RevenueLast12M,MonthlyDiscount,PromotionType,AutoPayEnabled,PaymentMethod,LatePaymentsLast12M,FailedPaymentCount,SatisfactionScore,NPSScore,SupportTicketsLast90Days,ComplaintCount,AvgResolutionTimeHours,OutageImpactScore,CustomerStatus,Churn,ChurnDate,ChurnReason,ChurnProbability,RiskSegment,RetentionOfferGiven,RetentionOfferAccepted
C007270,Customer 7270,Male,44,Divorced,2,Student,Medium,Family,6293.61,Midwest,Michigan,Detroit,93565,Suburban,Urban,438,98.8,2024-07-29,55,Month-to-Month,Fiber Optic,Yes,1,Android,34,Yes,No,Yes,Yes,Yes,No,Yes,246.6,3902,448,23,0,41,75.04,4127.2,4127.2,75.04,900.48,7.38,None,No,Electronic Check,5,1,1,-99,4,1,56.0,3,Active,No,,,0.45,Low,No,No
C007271,Customer 7271,Male,35,Single,3,Student,Low,Premium,4882.05,South,Texas,Houston,61197,Suburban,Urban,313,70.6,2021-02-15,69,Month-to-Month,Cable,Yes,6,Android,6,Yes,No,Yes,No,No,No,Yes,167.2,2758,1600,13,16,145,37.26,2570.94,2570.94,37.26,447.12,21.78,Retention,No,Electronic Check,6,1,4,-13,3,2,20.3,7,Active,No,,,0.45,Medium,Yes,No
C007272,Customer 7272,Male,58,Single,0,Business,High,Family,12653.91,Midwest,Ohio,Columbus,45960,Suburban,Urban,3704,74.8,2021-06-06,45,Month-to-Month,Fiber Optic,Yes,2,Router,34,Yes,Yes,Yes,No,No,No,Yes,205.2,115,2018,5,3,177,108.2,4869.0,4869.0,108.2,1298.4,26.62,Bundle,Yes,Electronic Check,4,0,1,-68,1,0,71.5,7,Active,No,,,0.45,Medium,Yes,No
C007273,Customer 7273,Male,58,Single,0,Government,Medium,Consumer,1570.91,Midwest,Michigan,Detroit,36819,Urban,Rural,1820,91.6,2020-04-01,21,Month-to-Month,Cable,Yes,4,Android,3,Yes,Yes,Yes,No,Yes,Yes,Yes,243.0,115,767,3,16,54,37.62,790.02,790.02,37.62,451.44,3.57,None,No,Bank Transfer,4,1,1,-25,0,1,34.3,1,Churned,Yes,2025-08-17,Price Too High,0.45,Low,Yes,Yes
C007274,Customer 7274,Male,50,Divorced,1,Professional,High,Premium,8708.03,Northeast,Pennsylvania,Philadelphia,45601,Suburban,Rural,9902,70.3,2018-01-29,88,Month-to-Month,Cable,Yes,1,Router,43,Yes,No,Yes,Yes,Yes,No,Yes,348.2,357,2013,4,9,77,41.43,3645.84,3645.84,41.43,497.16,8.11,Retention,Yes,Bank Transfer,4,1,1,-48,1,1,4.9,10,Churned,Yes,2026-04-04,Competitor Offer,0.45,Medium,No,No
C007275,Customer 7275,Female,28,Married,3,Professional,Low,Business,6458.65,Midwest,Illinois,Chicago,96011,Metro,Rural,9969,62.5,2024-08-15,54,Two Year,Fiber Optic,Yes,5,Android,17,Yes,No,Yes,Yes,No,Yes,Yes,25.4,159,1529,9,13,176,108.09,5836.86,5836.86,108.09,1297.08,25.51,None,No,Bank Transfer,4,3,7,28,2,1,21.6,10,Active,No,,,0.08,Medium,No,Yes
C007276,Customer 7276,Female,22,Single,3,Professional,High,Family,11655.62,South,North Carolina,Charlotte,15519,Metro,Rural,2800,76.4,2022-12-05,29,Month-to-Month,Fiber Optic,Yes,5,Router,57,Yes,No,Yes,Yes,No,Yes,No,120.5,3563,2207,20,8,102,154.95,4493.55,4493.55,154.95,1859.4,15.25,Retention,No,Electronic Check,5,0,1,-41,0,2,24.6,10,Active,No,,,0.45,Low,Yes,Yes
C007277,Customer 7277,Female,44,Divorced,2,Retired,Medium,Family,9154.09,West,Oregon,Portland,62959,Metro,Rural,7748,63.9,2025-06-20,27,One Year,Cable,Yes,4,Tablet,23,No,Yes,No,No,Yes,Yes,Yes,48.5,2347,754,20,1,45,130.78,3531.06,3531.06,130.78,1569.36,0.38,None,Yes,Bank Transfer,1,0,2,34,2,1,59.1,1,Churned,Yes,2026-03-03,Network Quality,0.2,Low,No,Yes
C007278,Customer 7278,Male,58,Single,4,Professional,Medium,Family,6714.13,South,Texas,Houston,25865,Urban,Rural,1529,87.4,2021-05-14,73,Month-to-Month,DSL,Yes,5,iPhone,18,Yes,Yes,No,No,No,Yes,No,451.2,535,1983,13,15,180,71.2,5197.6,5197.6,71.2,854.4,24.0,Bundle,Yes,Credit Card,0,0,4,-31,5,1,39.0,8,Active,No,,,0.45,Medium,Yes,Yes
C007279,Customer 7279,Male,51,Single,2,Retired,Low,Family,12140.57,South,Georgia,Atlanta,51660,Metro,Urban,1125,77.3,2023-07-03,85,One Year,Fiber Optic,Yes,5,Router,57,Yes,No,No,Yes,No,Yes,Yes,435.6,377,2032,29,9,151,57.62,4897.7,4897.7,57.62,691.44,2.95,Retention,No,Electronic Check,6,3,10,98,2,3,57.7,4,Active,No,,,0.16,High,No,Yes
C007280,Customer 7280,Male,23,Married,2,Government,Low,Premium,6304.84,Northeast,Pennsylvania,Philadelphia,89142,Metro,Urban,8547,74.9,2025-01-24,66,Month-to-Month,Cable,Yes,2,Tablet,41,Yes,No,No,No,Yes,No,Yes,87.6,3693,475,27,1,139,38.66,2551.56,2551.56,38.66,463.92,16.03,Seasonal,Yes,Mailed Check,1,0,7,-89,1,1,51.6,5,Active,No,,,0.33,Low,No,No
C007281,Customer 7281,Male,29,Married,4,Retired,High,Consumer,19380.97,South,Florida,Miami,57222,Urban,Rural,398,74.4,2019-08-13,51,Two Year,DSL,Yes,4,Tablet,33,No,Yes,Yes,Yes,No,Yes,Yes,107.3,2788,1378,1,9,41,139.84,7131.84,7131.84,139.84,1678.08,2.5,Retention,Yes,Electronic Check,6,0,8,-97,2,1,64.1,9,Active,No,,,0.08,Low,No,Yes
C007282,Customer 7282,Male,49,Single,2,Business,Low,Premium,1987.39,Northeast,Pennsylvania,Philadelphia,62859,Suburban,Rural,4968,70.5,2021-09-05,20,Month-to-Month,Cable,Yes,2,Android,17,Yes,Yes,No,Yes,Yes,No,Yes,363.4,1847,1746,27,9,83,46.02,920.4,920.4,46.02,552.24,1.82,Retention,No,Credit Card,3,3,8,76,2,0,39.4,9,Active,No,,,0.33,Medium,Yes,Yes
C007283,Customer 7283,Female,52,Divorced,5,Professional,Medium,Business,21211.55,Midwest,Michigan,Detroit,58694,Urban,Urban,5243,69.5,2018-09-08,91,One Year,DSL,Yes,2,Android,44,Yes,No,Yes,Yes,Yes,No,No,78.6,878,2869,21,5,17,154.42,14052.22,14052.22,154.42,1853.04,18.31,None,No,Electronic Check,0,3,10,58,2,2,17.4,9,Active,No,,,0.08,High,Yes,No
C007284,Customer 7284,Female,23,Single,3,Business,Medium,Consumer,7812.06,South,Florida,Miami,67162,Urban,Rural,9296,75.0,2020-12-09,67,Month-to-Month,Cable,Yes,5,Tablet,35,Yes,Yes,Yes,Yes,No,No,No,71.1,3152,950,28,5,142,72.94,4886.98,4886.98,72.94,875.28,26.01,Bundle,Yes,Mailed Check,6,1,4,43,1,0,25.9,6,Churned,Yes,2025-03-21,Price Too High,0.45,High,No,No
C007285,Customer 7285,Female,76,Married,5,Student,Medium,Consumer,7400.81,Midwest,Ohio,Columbus,33112,Suburban,Urban,2552,68.4,2021-09-13,31,Month-to-Month,Cable,Yes,2,Router,56,No,No,Yes,No,No,No,Yes,215.2,1482,2906,27,9,158,131.79,4085.49,4085.49,131.79,1581.48,14.12,Seasonal,No,Bank Transfer,3,1,1,81,3,2,18.8,7,Active,No,,,0.45,High,Yes,No
C007286,Customer 7286,Female,36,Divorced,5,Retired,High,Premium,14353.37,Northeast,Pennsylvania,Philadelphia,56489,Urban,Rural,2249,78.3,2021-01-14,113,One Year,DSL,Yes,5,Router,3,No,Yes,No,No,Yes,Yes,No,426.1,1893,940,1,0,115,80.09,9050.17,9050.17,80.09,961.08,10.65,None,No,Credit Card,5,2,3,-20,1,2,51.2,6,Active,No,,,0.2,Low,No,Yes
C007287,Customer 7287,Female,23,Married,1,Professional,Low,Family,31033.25,West,Washington,Seattle,81244,Urban,Rural,4883,64.4,2021-10-30,108,Two Year,Cable,Yes,5,Tablet,38,Yes,Yes,Yes,No,Yes,Yes,Yes,364.6,1806,1355,1,17,25,161.48,17439.84,17439.84,161.48,1937.76,9.99,None,Yes,Mailed Check,2,2,1,-31,3,1,11.3,4,Active,No,,,0.2,Low,No,No
C007288,Customer 7288,Male,52,Married,5,Professional,Medium,Consumer,1271.54,Northeast,Massachusetts,Boston,10070,Suburban,Rural,9832,96.8,2023-12-30,8,Month-to-Month,DSL,Yes,2,Tablet,53,No,Yes,No,No,Yes,No,No,327.3,1747,945,3,5,60,106.82,854.56,854.56,106.82,854.56,25.28,Retention,Yes,Bank Transfer,0,1,2,69,1,4,34.3,7,Active,No,,,0.53,Low,No,Yes
C007289,Customer 7289,Female,40,Divorced,1,Retired,Medium,Family,13288.24,South,Florida,Miami,76824,Suburban,Urban,7054,70.3,2018-10-01,99,One Year,DSL,Yes,6,iPhone,3,Yes,Yes,Yes,Yes,Yes,No,No,428.8,2218,1406,28,6,125,61.65,6103.35,6103.35,61.65,739.8,20.88,Seasonal,No,Credit Card,1,1,3,98,2,1,59.7,3,Active,No,,,0.2,High,No,Yes
C007290,Customer 7290,Male,42,Single,0,Student,Low,Premium,13112.1,Northeast,Pennsylvania,Philadelphia,17735,Urban,Rural,1439,76.4,2019-06-30,106,Month-to-Month,DSL,Yes,6,Tablet,7,No,No,Yes,Yes,Yes,Yes,No,13.6,2145,956,26,3,161,70.07,7427.42,7427.42,70.07,840.84,26.45,None,Yes,Bank Transfer,6,1,5,92,2,1,17.1,1,Active,No,,,0.33,Low,Yes,Yes
C007291,Customer 7291,Male,23,Married,5,Student,Low,Premium,4788.44,Northeast,Pennsylvania,Philadelphia,56358,Metro,Rural,6788,66.6,2024-12-18,20,Month-to-Month,Cable,Yes,5,Router,6,No,Yes,Yes,No,Yes,No,Yes,497.3,1433,474,19,3,15,86.93,1738.6,1738.6,86.93,1043.16,18.85,Seasonal,Yes,Mailed Check,1,3,9,-17,2,4,45.4,8,Active,No,,,0.41,Low,No,No
C007292,Customer 7292,Male,43,Married,0,Business,High,Premium,4303.85,Midwest,Ohio,Columbus,31528,Metro,Rural,8497,86.7,2024-04-08,14,Month-to-Month,Cable,Yes,6,iPhone,22,Yes,No,No,No,Yes,Yes,Yes,462.8,3380,2413,16,0,100,163.48,2288.72,2288.72,163.48,1961.76,3.71,Bundle,Yes,Electronic Check,5,3,7,60,0,0,23.7,10,Active,No,,,0.33,Low,No,Yes
C007293,Customer 7293,Male,60,Divorced,1,Professional,Low,Premium,8707.61,Midwest,Ohio,Columbus,55091,Suburban,Urban,3170,82.2,2026-01-20,22,Month-to-Month,Cable,Yes,1,Android,46,Yes,Yes,Yes,Yes,Yes,Yes,No,312.0,2622,1181,13,11,79,143.47,3156.34,3156.34,143.47,1721.64,0.22,Bundle,Yes,Electronic Check,4,2,4,-71,3,1,5.8,8,Active,No,,,0.45,Low,Yes,Yes
C007294,Customer 7294,Female,37,Divorced,4,Retired,High,Family,6998.68,West,Nevada,Las Vegas,87004,Metro,Urban,4010,95.5,2022-01-10,101,Month-to-Month,DSL,Yes,3,iPhone,9,No,No,No,Yes,Yes,No,No,391.9,714,2691,12,17,117,47.37,4784.37,4784.37,47.37,568.44,22.28,Bundle,Yes,Mailed Check,3,2,7,87,2,0,64.5,7,Active,No,,,0.33,Medium,Yes,Yes
C007295,Customer 7295,Male,54,Married,2,Student,High,Premium,7209.48,Northeast,Massachusetts,Boston,13849,Metro,Urban,1142,72.1,2019-06-08,32,Two Year,Cable,Yes,6,Android,54,Yes,No,Yes,No,Yes,No,Yes,222.0,233,2327,29,10,112,133.25,4264.0,4264.0,133.25,1599.0,1.24,Retention,Yes,Electronic Check,6,0,8,-25,1,2,32.1,1,Churned,Yes,2025-07-16,Service Issues,0.08,High,No,Yes
C007296,Customer 7296,Male,41,Divorced,4,Business,High,Family,24211.39,Northeast,Pennsylvania,Philadelphia,42159,Urban,Rural,2464,76.5,2021-12-22,57,Month-to-Month,Cable,Yes,2,Android,6,Yes,No,No,Yes,Yes,Yes,Yes,445.7,1988,1162,29,17,72,157.39,8971.23,8971.23,157.39,1888.68,27.48,Seasonal,No,Electronic Check,0,2,4,-30,2,1,8.4,2,Active,No,,,0.45,Low,No,No
C007297,Customer 7297,Male,27,Married,3,Professional,High,Business,20678.07,South,Florida,Miami,16733,Urban,Rural,9418,89.7,2026-02-09,51,Month-to-Month,Cable,Yes,3,Android,26,Yes,Yes,No,No,Yes,No,Yes,201.5,3370,89,20,20,86,173.83,8865.33,8865.33,173.83,2085.96,19.74,None,No,Mailed Check,6,1,8,57,3,1,20.7,6,Active,No,,,0.33,Low,Yes,Yes
C007298,Customer 7298,Female,66,Divorced,3,Retired,Medium,Family,8234.96,Midwest,Illinois,Chicago,56457,Urban,Urban,342,96.8,2022-01-18,109,Month-to-Month,Cable,Yes,2,Router,21,Yes,No,Yes,No,Yes,Yes,Yes,313.8,638,2975,29,1,110,51.97,5664.73,5664.73,51.97,623.64,19.33,Retention,Yes,Mailed Check,6,3,2,-33,2,0,31.0,7,Churned,Yes,2025-02-07,Moved Away,0.45,High,Yes,No
C007299,Customer 7299,Male,73,Single,0,Business,Medium,Family,11241.83,South,Florida,Miami,53189,Suburban,Urban,6114,96.6,2022-10-16,78,Month-to-Month,Cable,Yes,3,iPhone,4,Yes,No,No,No,No,No,No,34.7,625,1322,5,1,94,85.18,6644.04,6644.04,85.18,1022.16,25.55,Seasonal,No,Electronic Check,1,3,4,-26,4,2,36.8,8,Churned,Yes,2025-01-06,Network Quality,0.45,Low,Yes,No
C007300,Customer 7300,Male,71,Married,4,Professional,Medium,Family,34693.34,Northeast,Massachusetts,Boston,49203,Suburban,Urban,9784,89.9,2020-08-21,97,One Year,DSL,Yes,6,iPhone,20,No,Yes,No,No,Yes,Yes,Yes,85.8,3144,2215,24,16,31,169.18,16410.46,16410.46,169.18,2030.16,21.76,Seasonal,No,Electronic Check,1,2,1,-40,1,2,51.7,7,Active,No,,,0.2,Low,No,No
C007301,Customer 7301,Female,60,Single,3,Student,High,Family,7917.77,West,Nevada,Las Vegas,38677,Suburban,Urban,2980,71.4,2024-11-10,37,One Year,Fiber Optic,Yes,2,Android,16,No,No,No,No,No,No,Yes,400.4,3294,1219,8,4,99,154.3,5709.1,5709.1,154.3,1851.6,14.84,Bundle,No,Mailed Check,2,0,9,45,5,2,20.5,10,Active,No,,,0.08,High,No,No
C007302,Customer 7302,Male,60,Divorced,3,Student,Medium,Consumer,11606.94,Northeast,Massachusetts,Boston,38052,Metro,Rural,8266,74.2,2025-10-28,86,Month-to-Month,Fiber Optic,Yes,4,Android,24,Yes,No,No,Yes,No,Yes,Yes,393.6,800,2705,15,6,126,61.73,5308.78,5308.78,61.73,740.76,23.49,Bundle,Yes,Mailed Check,6,3,9,89,2,1,25.4,9,Active,No,,,0.33,Medium,No,No
C007303,Customer 7303,Male,61,Single,5,Government,Low,Family,30272.59,Midwest,Michigan,Detroit,42126,Metro,Urban,8777,76.5,2023-06-16,97,Two Year,DSL,Yes,5,iPhone,9,Yes,Yes,Yes,No,Yes,No,Yes,22.3,710,2460,29,12,56,114.15,11072.55,11072.55,114.15,1369.8,1.35,Bundle,No,Bank Transfer,0,0,6,46,3,0,48.6,3,Active,No,,,0.08,Medium,Yes,Yes
C007304,Customer 7304,Male,23,Single,4,Government,High,Business,4466.14,South,Texas,Houston,38896,Urban,Urban,7499,79.7,2024-03-22,41,Two Year,Fiber Optic,Yes,5,Tablet,21,Yes,No,No,Yes,No,Yes,No,198.8,746,2654,4,10,151,63.28,2594.48,2594.48,63.28,759.36,29.54,Seasonal,No,Electronic Check,6,3,10,88,1,0,40.5,2,Active,No,,,0.08,Medium,Yes,No
C007305,Customer 7305,Male,35,Married,1,Retired,High,Consumer,18664.63,Northeast,New Jersey,Newark,10901,Urban,Urban,7606,85.7,2022-09-17,105,Month-to-Month,DSL,Yes,6,iPhone,51,No,No,Yes,Yes,No,Yes,Yes,113.2,1657,1711,8,18,163,151.96,15955.8,15955.8,151.96,1823.52,26.17,Bundle,Yes,Bank Transfer,4,0,9,43,0,0,28.4,8,Churned,Yes,2025-11-18,Service Issues,0.33,High,No,No
C007306,Customer 7306,Female,25,Divorced,3,Professional,High,Premium,10716.59,Northeast,Massachusetts,Boston,41177,Metro,Urban,9792,93.2,2020-11-25,49,One Year,Fiber Optic,Yes,3,Tablet,42,No,Yes,Yes,Yes,Yes,Yes,Yes,278.9,2405,2078,20,0,83,93.74,4593.26,4593.26,93.74,1124.88,28.64,Seasonal,No,Electronic Check,2,0,8,-33,2,1,28.8,4,Active,No,,,0.08,High,No,No
C007307,Customer 7307,Female,43,Divorced,3,Student,Low,Premium,30982.37,Midwest,Ohio,Columbus,90427,Metro,Rural,1653,94.1,2022-04-23,116,One Year,Fiber Optic,Yes,5,Tablet,13,Yes,Yes,No,No,No,No,Yes,202.9,2363,1972,5,16,123,144.43,16753.88,16753.88,144.43,1733.16,14.52,None,Yes,Mailed Check,3,0,7,-62,2,0,20.2,9,Churned,Yes,2025-05-09,Competitor Offer,0.08,Medium,No,No
C007308,Customer 7308,Male,70,Divorced,3,Professional,Medium,Business,383.99,South,Georgia,Atlanta,30571,Urban,Rural,4036,84.0,2022-03-04,2,Two Year,DSL,Yes,2,Android,7,Yes,Yes,No,Yes,No,Yes,Yes,12.5,1125,64,30,1,114,72.53,145.06,145.06,72.53,145.06,29.17,Bundle,No,Electronic Check,1,0,7,14,2,0,26.1,10,Active,No,,,0.08,High,No,No
C007309,Customer 7309,Female,73,Divorced,1,Student,Low,Premium,2119.81,West,Oregon,Portland,98410,Metro,Rural,3458,65.0,2026-01-25,13,One Year,Fiber Optic,Yes,1,Android,11,Yes,Yes,No,No,Yes,No,Yes,135.9,1531,1383,1,4,97,60.96,792.48,792.48,60.96,731.52,19.07,None,No,Bank Transfer,0,3,10,-44,3,0,55.9,10,Active,No,,,0.08,Medium,Yes,No
C007310,Customer 7310,Male,71,Single,0,Retired,Medium,Consumer,6183.47,Northeast,Pennsylvania,Philadelphia,50459,Urban,Rural,3784,74.8,2018-03-31,21,Month-to-Month,Fiber Optic,Yes,1,iPhone,52,No,Yes,Yes,No,No,Yes,No,118.4,462,912,5,18,8,144.65,3037.65,3037.65,144.65,1735.8,19.02,Bundle,No,Electronic Check,6,1,4,-15,2,0,3.1,4,Active,No,,,0.45,High,Yes,Yes
C007311,Customer 7311,Male,31,Single,0,Professional,Low,Family,6299.87,Northeast,Pennsylvania,Philadelphia,97413,Urban,Rural,8465,78.7,2021-03-15,66,Month-to-Month,Cable,Yes,5,Router,43,Yes,No,No,Yes,Yes,Yes,No,154.6,222,632,8,2,156,41.73,2754.18,2754.18,41.73,500.76,14.7,Retention,No,Bank Transfer,1,3,9,37,1,1,40.4,6,Active,No,,,0.33,Medium,No,Yes
C007312,Customer 7312,Female,28,Married,5,Retired,Medium,Consumer,3169.84,West,California,Los Angeles,34903,Urban,Urban,9153,75.8,2025-10-26,25,Month-to-Month,Cable,Yes,5,Router,27,No,No,Yes,No,No,No,Yes,423.1,1916,2143,2,0,131,98.94,2473.5,2473.5,98.94,1187.28,2.16,Seasonal,Yes,Credit Card,4,1,5,100,3,1,37.5,2,Active,No,,,0.33,Low,No,Yes
C007313,Customer 7313,Female,46,Divorced,2,Retired,Medium,Business,13354.96,Midwest,Illinois,Chicago,35260,Metro,Urban,6440,85.1,2025-10-05,115,One Year,Fiber Optic,Yes,3,Android,3,Yes,Yes,No,Yes,Yes,No,No,163.0,3341,2491,2,12,64,60.2,6923.0,6923.0,60.2,722.4,23.58,Seasonal,Yes,Electronic Check,4,3,2,97,1,0,39.6,3,Churned,Yes,2026-05-28,Service Issues,0.2,Medium,No,Yes
C007314,Customer 7314,Female,37,Married,3,Professional,High,Business,30100.18,Northeast,Massachusetts,Boston,99278,Suburban,Urban,5084,65.9,2025-09-10,111,Month-to-Month,DSL,Yes,5,Router,22,Yes,No,Yes,No,Yes,Yes,No,381.2,262,713,4,15,6,110.18,12229.98,12229.98,110.18,1322.16,26.48,Seasonal,No,Electronic Check,0,3,7,-28,3,2,69.4,4,Churned,Yes,2025-08-01,Moved Away,0.33,Medium,Yes,Yes
C007315,Customer 7315,Female,45,Married,5,Student,Medium,Business,21890.75,West,California,Los Angeles,67603,Suburban,Rural,5450,84.9,2022-02-12,76,One Year,DSL,Yes,4,Router,14,No,Yes,No,Yes,Yes,No,Yes,341.5,1949,1542,23,13,84,117.84,8955.84,8955.84,117.84,1414.08,13.76,None,No,Mailed Check,3,1,4,48,5,2,37.8,7,Active,No,,,0.2,Low,Yes,Yes
C007316,Customer 7316,Male,55,Divorced,5,Business,Low,Consumer,39387.27,West,California,Los Angeles,40424,Urban,Rural,2742,95.5,2020-01-24,97,Month-to-Month,Fiber Optic,Yes,1,Router,29,No,No,No,Yes,Yes,No,No,402.9,525,1050,3,18,143,161.44,15659.68,15659.68,161.44,1937.28,22.91,Bundle,Yes,Electronic Check,5,3,7,79,1,1,23.8,4,Churned,Yes,2026-03-31,Service Issues,0.33,High,Yes,Yes
C007317,Customer 7317,Female,54,Divorced,1,Government,Medium,Family,3530.81,South,Florida,Miami,59596,Metro,Urban,5815,93.6,2023-09-02,61,Two Year,DSL,Yes,2,Tablet,29,Yes,No,Yes,Yes,No,No,No,491.0,2523,659,19,10,132,40.86,2492.46,2492.46,40.86,490.32,13.97,Seasonal,Yes,Mailed Check,2,1,10,-3,2,2,70.7,8,Active,No,,,0.08,Low,No,Yes
C007318,Customer 7318,Male,34,Single,3,Government,Low,Consumer,7451.67,South,Texas,Houston,61664,Metro,Urban,8744,68.5,2025-01-18,101,One Year,Cable,Yes,2,Router,50,Yes,No,No,No,No,No,Yes,189.6,651,2826,17,7,57,40.28,4068.28,4068.28,40.28,483.36,17.51,Bundle,No,Mailed Check,4,3,9,12,1,2,42.9,2,Active,No,,,0.08,High,No,Yes
C007319,Customer 7319,Male,77,Divorced,2,Retired,Medium,Consumer,14928.74,West,Nevada,Las Vegas,94020,Urban,Rural,2258,91.6,2022-08-28,63,Month-to-Month,Cable,Yes,1,Tablet,25,No,Yes,Yes,No,Yes,No,Yes,460.7,3630,1890,25,16,90,141.85,8936.55,8936.55,141.85,1702.2,3.48,Retention,Yes,Credit Card,5,0,2,18,0,0,4.9,1,Churned,Yes,2026-07-19,Price Too High,0.45,Low,No,No
C007320,Customer 7320,Female,71,Single,5,Student,High,Premium,9549.68,West,Oregon,Portland,95468,Suburban,Rural,3185,85.8,2022-05-26,117,Month-to-Month,Cable,Yes,5,Tablet,41,No,No,Yes,No,Yes,No,Yes,494.0,1728,1304,11,10,143,40.71,4763.07,4763.07,40.71,488.52,7.94,Bundle,No,Electronic Check,3,2,5,-49,0,1,10.0,7,Active,No,,,0.33,High,No,No
C007321,Customer 7321,Male,73,Single,4,Business,Medium,Premium,13451.54,Midwest,Illinois,Chicago,73725,Metro,Rural,5218,69.5,2021-03-28,60,One Year,DSL,Yes,2,Tablet,49,No,Yes,No,Yes,No,No,No,460.5,1586,642,4,7,17,175.91,10554.6,10554.6,175.91,2110.92,25.14,None,No,Mailed Check,3,1,5,72,3,0,38.6,5,Active,No,,,0.08,High,No,Yes
C007322,Customer 7322,Female,63,Divorced,2,Retired,Medium,Consumer,10801.53,Northeast,New Jersey,Newark,58635,Metro,Rural,1499,60.2,2018-02-20,27,Month-to-Month,DSL,Yes,2,Tablet,22,Yes,Yes,No,Yes,No,Yes,Yes,465.9,3213,520,17,9,163,168.23,4542.21,4542.21,168.23,2018.76,12.6,Seasonal,Yes,Mailed Check,0,0,3,-59,5,2,23.8,1,Active,No,,,0.45,Low,No,No
C007323,Customer 7323,Male,67,Divorced,0,Business,Medium,Family,1158.13,South,North Carolina,Charlotte,39583,Urban,Urban,3615,60.2,2022-01-06,14,Month-to-Month,Fiber Optic,Yes,1,Android,43,No,No,No,No,Yes,Yes,No,239.3,3345,1880,7,15,120,65.88,922.32,922.32,65.88,790.56,11.71,Bundle,No,Mailed Check,2,3,2,85,5,1,34.1,5,Active,No,,,0.45,High,Yes,No
C007324,Customer 7324,Female,66,Single,5,Business,High,Premium,17834.04,West,Washington,Seattle,71665,Metro,Rural,6352,62.6,2025-01-18,107,One Year,DSL,Yes,1,Router,25,No,Yes,No,Yes,No,No,Yes,284.2,1786,1728,8,5,0,141.19,15107.33,15107.33,141.19,1694.28,16.51,Seasonal,No,Bank Transfer,3,0,3,-36,2,1,40.1,2,Churned,Yes,2025-04-07,Service Issues,0.2,Medium,Yes,Yes
C007325,Customer 7325,Male,66,Married,3,Professional,Low,Consumer,5422.86,Northeast,Pennsylvania,Philadelphia,91539,Suburban,Urban,8427,65.5,2024-06-16,43,Month-to-Month,Fiber Optic,Yes,5,iPhone,39,No,No,Yes,Yes,Yes,Yes,Yes,414.2,436,73,15,5,18,60.17,2587.31,2587.31,60.17,722.04,0.02,None,Yes,Mailed Check,2,2,1,67,1,0,26.1,10,Churned,Yes,2025-02-05,Network Quality,0.45,High,Yes,Yes
C007326,Customer 7326,Female,51,Single,5,Business,Low,Business,9204.91,Northeast,Massachusetts,Boston,18893,Suburban,Urban,2450,85.5,2023-08-03,95,One Year,DSL,Yes,4,Tablet,33,Yes,No,Yes,No,Yes,No,Yes,376.4,77,2322,23,0,135,46.54,4421.3,4421.3,46.54,558.48,0.15,Retention,No,Electronic Check,4,3,4,64,1,0,27.1,10,Active,No,,,0.2,Low,No,Yes
C007327,Customer 7327,Female,42,Married,1,Professional,Medium,Family,8233.92,West,Oregon,Portland,37882,Suburban,Urban,2803,69.2,2022-12-30,78,One Year,DSL,Yes,3,Tablet,53,No,No,No,Yes,No,Yes,Yes,409.0,1494,166,24,4,80,69.87,5449.86,5449.86,69.87,838.44,11.03,Bundle,No,Credit Card,5,1,1,14,0,1,28.1,2,Active,No,,,0.2,Medium,No,No
C007328,Customer 7328,Male,80,Married,1,Student,High,Consumer,842.78,Midwest,Ohio,Columbus,82510,Metro,Urban,6807,62.9,2018-08-10,6,Month-to-Month,Fiber Optic,Yes,3,Android,48,Yes,Yes,Yes,Yes,No,Yes,No,119.9,505,2164,19,17,101,55.29,331.74,331.74,55.29,331.74,24.0,Retention,No,Electronic Check,4,1,3,22,4,2,7.3,9,Churned,Yes,2026-07-07,Price Too High,0.45,Medium,No,No
C007329,Customer 7329,Female,37,Married,4,Retired,Low,Premium,5357.87,Northeast,Massachusetts,Boston,51880,Suburban,Urban,8182,87.1,2025-11-23,96,Month-to-Month,Fiber Optic,Yes,6,Router,60,Yes,No,No,No,Yes,Yes,No,271.9,3102,2582,5,10,138,46.63,4476.48,4476.48,46.63,559.56,22.32,Bundle,Yes,Credit Card,5,2,2,77,1,1,54.3,8,Active,No,,,0.45,Medium,No,Yes
